Border,Date,Measure,Value,Average
US-Mexico Border,10/01/2012 12:00:00 AM,Trucks,454930,255176.0
US-Mexico Border,10/01/2012 12:00:00 AM,Truck Containers Full,305582,134187.0
US-Canada Border,10/01/2012 12:00:00 AM,Buses,8351,8399.0
US-Mexico Border,10/01/2012 12:00:00 AM,Truck Containers Empty,155834,106850.0
US-Mexico Border,10/01/2012 12:00:00 AM,Rail Containers Full,34383,12493.0
US-Mexico Border,10/01/2012 12:00:00 AM,Bus Passengers,207629,137847.0
US-Mexico Border,10/01/2012 12:00:00 AM,Trains,806,644.0
US-Canada Border,09/01/2012 12:00:00 AM,Rail Containers Full,119051,31860.0
US-Canada Border,09/01/2012 12:00:00 AM,Bus Passengers,242833,162064.0
US-Canada Border,09/01/2012 12:00:00 AM,Buses,10700,8399.0
US-Mexico Border,09/01/2012 12:00:00 AM,Rail Containers Full,34167,12493.0
US-Canada Border,09/01/2012 12:00:00 AM,Personal Vehicles,2903426,2489564.0
US-Canada Border,09/01/2012 12:00:00 AM,Train Passengers,26716,12803.0
US-Mexico Border,09/01/2012 12:00:00 AM,Bus Passengers,194726,137847.0
US-Mexico Border,09/01/2012 12:00:00 AM,Personal Vehicle Passengers,9270098,14044657.0
US-Canada Border,09/01/2012 12:00:00 AM,Truck Containers Full,338751,177702.0
US-Canada Border,09/01/2012 12:00:00 AM,Trains,2350,2440.0
US-Mexico Border,09/01/2012 12:00:00 AM,Truck Containers Empty,130496,106850.0
US-Canada Border,09/01/2012 12:00:00 AM,Trucks,457817,419175.0
US-Canada Border,09/01/2012 12:00:00 AM,Pedestrians,43962,18537.0
US-Canada Border,09/01/2012 12:00:00 AM,Truck Containers Empty,98020,24091.0
US-Mexico Border,09/01/2012 12:00:00 AM,Buses,16744,9474.0
US-Mexico Border,09/01/2012 12:00:00 AM,Train Passengers,219,1000.0
US-Canada Border,09/01/2012 12:00:00 AM,Rail Containers Empty,59980,9791.0
US-Mexico Border,09/01/2012 12:00:00 AM,Trains,733,644.0
US-Mexico Border,09/01/2012 12:00:00 AM,Trucks,392223,255176.0
US-Mexico Border,09/01/2012 12:00:00 AM,Rail Containers Empty,32770,12631.0
US-Mexico Border,09/01/2012 12:00:00 AM,Truck Containers Full,258742,134187.0
US-Mexico Border,09/01/2012 12:00:00 AM,Pedestrians,3127024,3120322.0
US-Canada Border,09/01/2012 12:00:00 AM,Personal Vehicle Passengers,5310244,6136398.0
US-Mexico Border,09/01/2012 12:00:00 AM,Personal Vehicles,5132479,5222237.0
US-Canada Border,08/01/2012 12:00:00 AM,Truck Containers Empty,129220,24091.0
US-Canada Border,08/01/2012 12:00:00 AM,Rail Containers Empty,62271,9791.0
US-Canada Border,08/01/2012 12:00:00 AM,Pedestrians,67652,18537.0
US-Mexico Border,08/01/2012 12:00:00 AM,Personal Vehicles,5326689,5222237.0
US-Canada Border,08/01/2012 12:00:00 AM,Personal Vehicle Passengers,7593334,6136398.0
US-Canada Border,08/01/2012 12:00:00 AM,Trains,2476,2440.0
US-Mexico Border,08/01/2012 12:00:00 AM,Trains,738,644.0
US-Mexico Border,08/01/2012 12:00:00 AM,Buses,18773,9474.0
US-Canada Border,08/01/2012 12:00:00 AM,Rail Containers Full,121787,31860.0
US-Canada Border,08/01/2012 12:00:00 AM,Truck Containers Full,335555,177702.0
US-Mexico Border,08/01/2012 12:00:00 AM,Truck Containers Full,292515,134187.0
US-Canada Border,08/01/2012 12:00:00 AM,Buses,12710,8399.0
US-Mexico Border,08/01/2012 12:00:00 AM,Pedestrians,3309013,3120322.0
US-Mexico Border,08/01/2012 12:00:00 AM,Rail Containers Empty,33860,12631.0
US-Canada Border,08/01/2012 12:00:00 AM,Personal Vehicles,3677389,2489564.0
US-Canada Border,08/01/2012 12:00:00 AM,Train Passengers,43280,12803.0
US-Canada Border,08/01/2012 12:00:00 AM,Bus Passengers,301059,162064.0
US-Mexico Border,08/01/2012 12:00:00 AM,Personal Vehicle Passengers,9778573,14044657.0
US-Mexico Border,08/01/2012 12:00:00 AM,Train Passengers,223,1000.0
US-Mexico Border,08/01/2012 12:00:00 AM,Rail Containers Full,35197,12493.0
US-Mexico Border,08/01/2012 12:00:00 AM,Trucks,442540,255176.0
US-Canada Border,08/01/2012 12:00:00 AM,Trucks,497866,419175.0
US-Mexico Border,08/01/2012 12:00:00 AM,Truck Containers Empty,150948,106850.0
US-Mexico Border,08/01/2012 12:00:00 AM,Bus Passengers,287795,137847.0
US-Canada Border,07/01/2012 12:00:00 AM,Personal Vehicles,3503557,2489564.0
US-Mexico Border,07/01/2012 12:00:00 AM,Personal Vehicles,5228717,5222237.0
US-Canada Border,07/01/2012 12:00:00 AM,Truck Containers Full,328261,177702.0
US-Canada Border,07/01/2012 12:00:00 AM,Train Passengers,42167,12803.0
US-Canada Border,07/01/2012 12:00:00 AM,Personal Vehicle Passengers,7044719,6136398.0
US-Canada Border,07/01/2012 12:00:00 AM,Rail Containers Empty,64294,9791.0
US-Mexico Border,07/01/2012 12:00:00 AM,Rail Containers Empty,35439,12631.0
US-Canada Border,07/01/2012 12:00:00 AM,Truck Containers Empty,123163,24091.0
US-Mexico Border,07/01/2012 12:00:00 AM,Train Passengers,297,1000.0
US-Canada Border,07/01/2012 12:00:00 AM,Rail Containers Full,116170,31860.0
US-Mexico Border,07/01/2012 12:00:00 AM,Truck Containers Empty,140223,106850.0
US-Canada Border,07/01/2012 12:00:00 AM,Trucks,455751,419175.0
US-Mexico Border,07/01/2012 12:00:00 AM,Personal Vehicle Passengers,10077726,14044657.0
US-Canada Border,07/01/2012 12:00:00 AM,Buses,11984,8399.0
US-Canada Border,07/01/2012 12:00:00 AM,Trains,2394,2440.0
US-Canada Border,07/01/2012 12:00:00 AM,Bus Passengers,264921,162064.0
US-Canada Border,07/01/2012 12:00:00 AM,Pedestrians,66543,18537.0
US-Mexico Border,07/01/2012 12:00:00 AM,Trucks,416027,255176.0
US-Mexico Border,07/01/2012 12:00:00 AM,Rail Containers Full,33363,12493.0
US-Mexico Border,07/01/2012 12:00:00 AM,Pedestrians,3381367,3120322.0
US-Mexico Border,07/01/2012 12:00:00 AM,Truck Containers Full,271996,134187.0
US-Mexico Border,07/01/2012 12:00:00 AM,Bus Passengers,322510,137847.0
US-Mexico Border,07/01/2012 12:00:00 AM,Trains,757,644.0
US-Mexico Border,07/01/2012 12:00:00 AM,Buses,18652,9474.0
US-Canada Border,06/01/2012 12:00:00 AM,Pedestrians,45985,18537.0
US-Canada Border,06/01/2012 12:00:00 AM,Rail Containers Empty,61713,9791.0
US-Canada Border,06/01/2012 12:00:00 AM,Buses,12065,8399.0
US-Canada Border,06/01/2012 12:00:00 AM,Train Passengers,34285,12803.0
US-Canada Border,06/01/2012 12:00:00 AM,Rail Containers Full,121490,31860.0
US-Mexico Border,06/01/2012 12:00:00 AM,Rail Containers Full,36304,12493.0
US-Canada Border,06/01/2012 12:00:00 AM,Personal Vehicle Passengers,5585380,6136398.0
US-Canada Border,06/01/2012 12:00:00 AM,Truck Containers Empty,115472,24091.0
US-Mexico Border,06/01/2012 12:00:00 AM,Train Passengers,295,1000.0
US-Mexico Border,06/01/2012 12:00:00 AM,Truck Containers Empty,134687,106850.0
US-Mexico Border,06/01/2012 12:00:00 AM,Buses,17874,9474.0
US-Mexico Border,06/01/2012 12:00:00 AM,Truck Containers Full,292163,134187.0
US-Canada Border,06/01/2012 12:00:00 AM,Bus Passengers,260624,162064.0
US-Mexico Border,06/01/2012 12:00:00 AM,Trucks,430283,255176.0
US-Mexico Border,06/01/2012 12:00:00 AM,Personal Vehicles,5027232,5222237.0
US-Canada Border,06/01/2012 12:00:00 AM,Personal Vehicles,3007378,2489564.0
US-Mexico Border,06/01/2012 12:00:00 AM,Trains,742,644.0
US-Canada Border,06/01/2012 12:00:00 AM,Trains,2379,2440.0
US-Mexico Border,06/01/2012 12:00:00 AM,Pedestrians,3194593,3120322.0
US-Canada Border,06/01/2012 12:00:00 AM,Truck Containers Full,347573,177702.0
US-Canada Border,06/01/2012 12:00:00 AM,Trucks,481397,419175.0
US-Mexico Border,06/01/2012 12:00:00 AM,Bus Passengers,228291,137847.0
US-Mexico Border,06/01/2012 12:00:00 AM,Personal Vehicle Passengers,9166429,14044657.0
US-Mexico Border,06/01/2012 12:00:00 AM,Rail Containers Empty,33442,12631.0
US-Canada Border,05/01/2012 12:00:00 AM,Rail Containers Full,112210,31860.0
US-Canada Border,05/01/2012 12:00:00 AM,Trains,2274,2440.0
US-Canada Border,05/01/2012 12:00:00 AM,Rail Containers Empty,59768,9791.0
US-Mexico Border,05/01/2012 12:00:00 AM,Buses,17687,9474.0
US-Canada Border,05/01/2012 12:00:00 AM,Bus Passengers,256879,162064.0
US-Canada Border,05/01/2012 12:00:00 AM,Buses,11022,8399.0
US-Canada Border,05/01/2012 12:00:00 AM,Trucks,505616,419175.0
US-Mexico Border,05/01/2012 12:00:00 AM,Train Passengers,296,1000.0
US-Mexico Border,05/01/2012 12:00:00 AM,Trucks,460181,255176.0
US-Canada Border,05/01/2012 12:00:00 AM,Truck Containers Empty,112198,24091.0
US-Canada Border,05/01/2012 12:00:00 AM,Pedestrians,39073,18537.0
US-Canada Border,05/01/2012 12:00:00 AM,Personal Vehicle Passengers,5048697,6136398.0
US-Canada Border,05/01/2012 12:00:00 AM,Personal Vehicles,2779147,2489564.0
US-Canada Border,05/01/2012 12:00:00 AM,Train Passengers,26609,12803.0
US-Mexico Border,05/01/2012 12:00:00 AM,Rail Containers Full,33681,12493.0
US-Canada Border,05/01/2012 12:00:00 AM,Truck Containers Full,376336,177702.0
US-Mexico Border,05/01/2012 12:00:00 AM,Rail Containers Empty,40321,12631.0
US-Mexico Border,05/01/2012 12:00:00 AM,Personal Vehicle Passengers,9456442,14044657.0
US-Mexico Border,05/01/2012 12:00:00 AM,Truck Containers Full,322166,134187.0
US-Mexico Border,05/01/2012 12:00:00 AM,Personal Vehicles,5267639,5222237.0
US-Mexico Border,05/01/2012 12:00:00 AM,Bus Passengers,222990,137847.0
US-Mexico Border,05/01/2012 12:00:00 AM,Trains,760,644.0
US-Mexico Border,05/01/2012 12:00:00 AM,Pedestrians,3421853,3120322.0
US-Mexico Border,05/01/2012 12:00:00 AM,Truck Containers Empty,135225,106850.0
US-Mexico Border,04/01/2012 12:00:00 AM,Truck Containers Full,285750,134187.0
US-Canada Border,04/01/2012 12:00:00 AM,Truck Containers Empty,98048,24091.0
US-Canada Border,04/01/2012 12:00:00 AM,Bus Passengers,196782,162064.0
US-Canada Border,04/01/2012 12:00:00 AM,Pedestrians,22216,18537.0
US-Canada Border,04/01/2012 12:00:00 AM,Train Passengers,16398,12803.0
US-Canada Border,04/01/2012 12:00:00 AM,Truck Containers Full,353903,177702.0
US-Canada Border,04/01/2012 12:00:00 AM,Rail Containers Full,120192,31860.0
US-Canada Border,04/01/2012 12:00:00 AM,Rail Containers Empty,59624,9791.0
US-Canada Border,04/01/2012 12:00:00 AM,Trucks,471380,419175.0
US-Canada Border,04/01/2012 12:00:00 AM,Trains,2813,2440.0
US-Canada Border,04/01/2012 12:00:00 AM,Personal Vehicle Passengers,4692746,6136398.0
US-Canada Border,04/01/2012 12:00:00 AM,Personal Vehicles,2550693,2489564.0
US-Mexico Border,04/01/2012 12:00:00 AM,Truck Containers Empty,122607,106850.0
US-Mexico Border,04/01/2012 12:00:00 AM,Train Passengers,289,1000.0
US-Mexico Border,04/01/2012 12:00:00 AM,Personal Vehicle Passengers,9590563,14044657.0
US-Mexico Border,04/01/2012 12:00:00 AM,Personal Vehicles,5114847,5222237.0
US-Mexico Border,04/01/2012 12:00:00 AM,Trucks,417881,255176.0
US-Mexico Border,04/01/2012 12:00:00 AM,Pedestrians,3436099,3120322.0
US-Mexico Border,04/01/2012 12:00:00 AM,Bus Passengers,244130,137847.0
US-Canada Border,04/01/2012 12:00:00 AM,Buses,8076,8399.0
US-Mexico Border,04/01/2012 12:00:00 AM,Buses,17291,9474.0
US-Mexico Border,04/01/2012 12:00:00 AM,Rail Containers Full,32577,12493.0
US-Mexico Border,04/01/2012 12:00:00 AM,Trains,761,644.0
US-Mexico Border,04/01/2012 12:00:00 AM,Rail Containers Empty,40459,12631.0
US-Canada Border,03/01/2012 12:00:00 AM,Trains,2407,2440.0
US-Mexico Border,03/01/2012 12:00:00 AM,Trucks,458966,255176.0
US-Canada Border,03/01/2012 12:00:00 AM,Train Passengers,15466,12803.0
US-Canada Border,03/01/2012 12:00:00 AM,Truck Containers Full,359997,177702.0
US-Canada Border,03/01/2012 12:00:00 AM,Rail Containers Full,123272,31860.0
US-Canada Border,03/01/2012 12:00:00 AM,Rail Containers Empty,61814,9791.0
US-Mexico Border,03/01/2012 12:00:00 AM,Truck Containers Empty,136771,106850.0
US-Canada Border,03/01/2012 12:00:00 AM,Personal Vehicles,2549752,2489564.0
US-Mexico Border,03/01/2012 12:00:00 AM,Trains,750,644.0
US-Canada Border,03/01/2012 12:00:00 AM,Pedestrians,27125,18537.0
US-Canada Border,03/01/2012 12:00:00 AM,Truck Containers Empty,107108,24091.0
US-Canada Border,03/01/2012 12:00:00 AM,Bus Passengers,150053,162064.0
US-Canada Border,03/01/2012 12:00:00 AM,Personal Vehicle Passengers,4787539,6136398.0
US-Mexico Border,03/01/2012 12:00:00 AM,Bus Passengers,243669,137847.0
US-Mexico Border,03/01/2012 12:00:00 AM,Buses,17394,9474.0
US-Mexico Border,03/01/2012 12:00:00 AM,Personal Vehicle Passengers,9470678,14044657.0
US-Canada Border,03/01/2012 12:00:00 AM,Trucks,485415,419175.0
US-Mexico Border,03/01/2012 12:00:00 AM,Rail Containers Full,34728,12493.0
US-Mexico Border,03/01/2012 12:00:00 AM,Rail Containers Empty,38912,12631.0
US-Mexico Border,03/01/2012 12:00:00 AM,Truck Containers Full,319519,134187.0
US-Canada Border,03/01/2012 12:00:00 AM,Buses,6997,8399.0
US-Mexico Border,03/01/2012 12:00:00 AM,Train Passengers,312,1000.0
US-Mexico Border,03/01/2012 12:00:00 AM,Personal Vehicles,5279998,5222237.0
US-Mexico Border,03/01/2012 12:00:00 AM,Pedestrians,3649248,3120322.0
US-Canada Border,02/01/2012 12:00:00 AM,Pedestrians,19367,18537.0
US-Canada Border,02/01/2012 12:00:00 AM,Bus Passengers,133961,162064.0
US-Mexico Border,02/01/2012 12:00:00 AM,Personal Vehicle Passengers,8662060,14044657.0
US-Canada Border,02/01/2012 12:00:00 AM,Trucks,451118,419175.0
US-Mexico Border,02/01/2012 12:00:00 AM,Trains,718,644.0
US-Canada Border,02/01/2012 12:00:00 AM,Buses,6737,8399.0
US-Mexico Border,02/01/2012 12:00:00 AM,Truck Containers Empty,128405,106850.0
US-Canada Border,02/01/2012 12:00:00 AM,Rail Containers Full,113373,31860.0
US-Canada Border,02/01/2012 12:00:00 AM,Personal Vehicles,2181072,2489564.0
US-Canada Border,02/01/2012 12:00:00 AM,Personal Vehicle Passengers,3863511,6136398.0
US-Mexico Border,02/01/2012 12:00:00 AM,Truck Containers Full,288069,134187.0
US-Canada Border,02/01/2012 12:00:00 AM,Trains,2180,2440.0
US-Canada Border,02/01/2012 12:00:00 AM,Rail Containers Empty,56656,9791.0
US-Canada Border,02/01/2012 12:00:00 AM,Truck Containers Full,336818,177702.0
US-Mexico Border,02/01/2012 12:00:00 AM,Personal Vehicles,4886864,5222237.0
US-Mexico Border,02/01/2012 12:00:00 AM,Trucks,417237,255176.0
US-Mexico Border,02/01/2012 12:00:00 AM,Buses,16014,9474.0
US-Mexico Border,02/01/2012 12:00:00 AM,Rail Containers Empty,36125,12631.0
US-Canada Border,02/01/2012 12:00:00 AM,Truck Containers Empty,99764,24091.0
US-Mexico Border,02/01/2012 12:00:00 AM,Train Passengers,278,1000.0
US-Canada Border,02/01/2012 12:00:00 AM,Train Passengers,12049,12803.0
US-Mexico Border,02/01/2012 12:00:00 AM,Rail Containers Full,32788,12493.0
US-Mexico Border,02/01/2012 12:00:00 AM,Pedestrians,3342384,3120322.0
US-Mexico Border,02/01/2012 12:00:00 AM,Bus Passengers,197001,137847.0
US-Canada Border,01/01/2012 12:00:00 AM,Truck Containers Full,339271,177702.0
US-Canada Border,01/01/2012 12:00:00 AM,Trucks,452501,419175.0
US-Canada Border,01/01/2012 12:00:00 AM,Rail Containers Full,113435,31860.0
US-Mexico Border,01/01/2012 12:00:00 AM,Pedestrians,3396086,3120322.0
US-Canada Border,01/01/2012 12:00:00 AM,Personal Vehicle Passengers,3732873,6136398.0
US-Mexico Border,01/01/2012 12:00:00 AM,Rail Containers Full,25516,12493.0
US-Canada Border,01/01/2012 12:00:00 AM,Train Passengers,12955,12803.0
US-Canada Border,01/01/2012 12:00:00 AM,Personal Vehicles,2126882,2489564.0
US-Mexico Border,01/01/2012 12:00:00 AM,Train Passengers,199,1000.0
US-Canada Border,01/01/2012 12:00:00 AM,Trains,2200,2440.0
US-Mexico Border,01/01/2012 12:00:00 AM,Trucks,415573,255176.0
US-Mexico Border,01/01/2012 12:00:00 AM,Bus Passengers,237205,137847.0
US-Mexico Border,01/01/2012 12:00:00 AM,Rail Containers Empty,36206,12631.0
US-Mexico Border,01/01/2012 12:00:00 AM,Truck Containers Empty,134240,106850.0
US-Canada Border,01/01/2012 12:00:00 AM,Bus Passengers,123067,162064.0
US-Canada Border,01/01/2012 12:00:00 AM,Truck Containers Empty,98562,24091.0
US-Canada Border,01/01/2012 12:00:00 AM,Rail Containers Empty,53082,9791.0
US-Mexico Border,01/01/2012 12:00:00 AM,Personal Vehicles,5180694,5222237.0
US-Canada Border,01/01/2012 12:00:00 AM,Pedestrians,17122,18537.0
US-Mexico Border,01/01/2012 12:00:00 AM,Buses,16909,9474.0
US-Canada Border,01/01/2012 12:00:00 AM,Buses,6759,8399.0
US-Mexico Border,01/01/2012 12:00:00 AM,Personal Vehicle Passengers,9478461,14044657.0
US-Mexico Border,01/01/2012 12:00:00 AM,Truck Containers Full,281844,134187.0
US-Mexico Border,01/01/2012 12:00:00 AM,Trains,682,644.0
US-Canada Border,12/01/2011 12:00:00 AM,Trains,2314,2440.0
US-Canada Border,12/01/2011 12:00:00 AM,Pedestrians,23785,18537.0
US-Mexico Border,12/01/2011 12:00:00 AM,Truck Containers Full,241312,134187.0
US-Canada Border,12/01/2011 12:00:00 AM,Truck Containers Full,271890,177702.0
US-Mexico Border,12/01/2011 12:00:00 AM,Personal Vehicle Passengers,10246464,14044657.0
US-Canada Border,12/01/2011 12:00:00 AM,Truck Containers Empty,81462,24091.0
US-Mexico Border,12/01/2011 12:00:00 AM,Rail Containers Empty,34119,12631.0
US-Canada Border,12/01/2011 12:00:00 AM,Personal Vehicles,2529059,2489564.0
US-Mexico Border,12/01/2011 12:00:00 AM,Trains,699,644.0
US-Canada Border,12/01/2011 12:00:00 AM,Buses,7156,8399.0
US-Canada Border,12/01/2011 12:00:00 AM,Train Passengers,15839,12803.0
US-Canada Border,12/01/2011 12:00:00 AM,Rail Containers Full,114407,31860.0
US-Canada Border,12/01/2011 12:00:00 AM,Personal Vehicle Passengers,4797399,6136398.0
US-Mexico Border,12/01/2011 12:00:00 AM,Pedestrians,3753452,3120322.0
US-Canada Border,12/01/2011 12:00:00 AM,Bus Passengers,161998,162064.0
US-Canada Border,12/01/2011 12:00:00 AM,Rail Containers Empty,52520,9791.0
US-Mexico Border,12/01/2011 12:00:00 AM,Train Passengers,295,1000.0
US-Canada Border,12/01/2011 12:00:00 AM,Trucks,414522,419175.0
US-Mexico Border,12/01/2011 12:00:00 AM,Personal Vehicles,5352799,5222237.0
US-Mexico Border,12/01/2011 12:00:00 AM,Bus Passengers,246049,137847.0
US-Mexico Border,12/01/2011 12:00:00 AM,Truck Containers Empty,113485,106850.0
US-Mexico Border,12/01/2011 12:00:00 AM,Trucks,381976,255176.0
US-Mexico Border,12/01/2011 12:00:00 AM,Rail Containers Full,28990,12493.0
US-Mexico Border,12/01/2011 12:00:00 AM,Buses,19293,9474.0
US-Canada Border,11/01/2011 12:00:00 AM,Bus Passengers,168430,162064.0
US-Canada Border,11/01/2011 12:00:00 AM,Rail Containers Full,111451,31860.0
US-Mexico Border,11/01/2011 12:00:00 AM,Truck Containers Full,264292,134187.0
US-Canada Border,11/01/2011 12:00:00 AM,Trucks,464071,419175.0
US-Canada Border,11/01/2011 12:00:00 AM,Truck Containers Empty,92690,24091.0
US-Mexico Border,11/01/2011 12:00:00 AM,Train Passengers,282,1000.0
US-Canada Border,11/01/2011 12:00:00 AM,Train Passengers,12523,12803.0
US-Mexico Border,11/01/2011 12:00:00 AM,Bus Passengers,210661,137847.0
US-Canada Border,11/01/2011 12:00:00 AM,Personal Vehicles,2441758,2489564.0
US-Mexico Border,11/01/2011 12:00:00 AM,Rail Containers Empty,37184,12631.0
US-Canada Border,11/01/2011 12:00:00 AM,Rail Containers Empty,55947,9791.0
US-Canada Border,11/01/2011 12:00:00 AM,Truck Containers Full,338702,177702.0
US-Canada Border,11/01/2011 12:00:00 AM,Trains,2289,2440.0
US-Mexico Border,11/01/2011 12:00:00 AM,Truck Containers Empty,130824,106850.0
US-Mexico Border,11/01/2011 12:00:00 AM,Personal Vehicle Passengers,8993331,14044657.0
US-Mexico Border,11/01/2011 12:00:00 AM,Trucks,409868,255176.0
US-Canada Border,11/01/2011 12:00:00 AM,Personal Vehicle Passengers,4444581,6136398.0
US-Mexico Border,11/01/2011 12:00:00 AM,Buses,16867,9474.0
US-Canada Border,11/01/2011 12:00:00 AM,Buses,7808,8399.0
US-Canada Border,11/01/2011 12:00:00 AM,Pedestrians,24448,18537.0
US-Mexico Border,11/01/2011 12:00:00 AM,Personal Vehicles,4954191,5222237.0
US-Mexico Border,11/01/2011 12:00:00 AM,Trains,720,644.0
US-Mexico Border,11/01/2011 12:00:00 AM,Rail Containers Full,29207,12493.0
US-Mexico Border,11/01/2011 12:00:00 AM,Pedestrians,3403621,3120322.0
US-Canada Border,10/01/2011 12:00:00 AM,Personal Vehicles,2684788,2489564.0
US-Canada Border,10/01/2011 12:00:00 AM,Trucks,472396,419175.0
US-Canada Border,10/01/2011 12:00:00 AM,Truck Containers Empty,99257,24091.0
US-Canada Border,10/01/2011 12:00:00 AM,Rail Containers Empty,57794,9791.0
US-Canada Border,10/01/2011 12:00:00 AM,Pedestrians,45801,18537.0
US-Canada Border,10/01/2011 12:00:00 AM,Truck Containers Full,348741,177702.0
US-Canada Border,10/01/2011 12:00:00 AM,Trains,2317,2440.0
US-Canada Border,10/01/2011 12:00:00 AM,Rail Containers Full,116170,31860.0
